zinc_id,smiles,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumValenceElectrons,NumChiralCentersUnassigned,NumChiralCentersAssigned,QED
ZINC000003875259,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,435.528,4.1617,112.07,2,5,10,3,117,1,1,0.494431626924591
ZINC000038212689,O=c1[nH]cc(F)c(=O)[nH]1,130.078,-0.7977,65.72,2,2,0,1,27,0,0,0.482564502908463
ZINC000022016976,C[C@@H](O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,404.464,-2.15739999999999,145.09,4,8,8,1,94,1,1,0.350955802604983
ZINC000000895081,O=C(O)CC(O)(CC(=O)O)C(=O)O,192.123,-1.2485,132.13,4,4,5,0,38,0,0,0.427421351249773
ZINC000000896819,CC(C)NC[C@H](O)c1ccc(NS(C)(=O)=O)cc1,272.37,1.0895,78.43,3,4,6,1,66,1,1,0.724121852755728
ZINC000000896731,C[C@H](c1cc2ccccc2s1)N(O)C(N)=O,236.296,2.7322,66.56,2,3,2,2,56,1,1,0.621567647628534
ZINC000036520252,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,450.915,1.6134,108.61,4,7,6,4,107,6,6,0.529157226250644
ZINC000087496429,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,778.947,4.7536,133.87,2,11,7,9,208,9,8,0.195689890460312
ZINC000000020250,C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,284.428,4.2394,6.48,0,3,3,3,76,1,1,0.832153892868781
ZINC000000538564,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.379,2.87958,107.26,2,5,5,2,96,1,1,0.560412076086855
ZINC000001530974,Clc1ccc(CC[C@H](Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,411.785,6.637,17.82,0,3,7,3,87,1,1,0.405605334294989
ZINC000003872605,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,318.339,3.2015,56.84,1,4,9,1,73,0,0,0.432027738820179
ZINC000030691797,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,349.393,4.43818,58.68,0,4,3,4,103,0,0,0.549344213385495
ZINC000001484334,C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,392.58,4.47790000000001,77.76,3,3,4,4,104,10,10,0.659162096020487
ZINC000003798247,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,303.681,-0.3494,119.31,3,8,2,3,63,4,4,0.648649936215886
ZINC000001542392,COc1cc2nc(N(C)CCCNC(=O)[C@@H]3CCCO3)nc(N)c2cc1OC,389.456,1.3507,111.83,2,8,8,3,99,1,1,0.650937424482497
ZINC000000057340,COc1ccccc1OC[C@H](O)COC(N)=O,241.243,0.5302,91.01,2,5,6,1,57,1,1,0.757667099994584
ZINC000003079337,C[N+](C)(C)CCO,104.173,-0.3151,20.23,1,1,2,0,26,0,0,0.476183931489243
ZINC000100052691,CC#CC[C@H](C)[C@H](O)/C=C/[C@@H]1[C@@H](O)C[C@@H]2C/C(=C/CCCC(=O)OCC(=O)c3ccccc3)C[C@H]21,478.629,4.88280000000001,83.83,2,5,11,3,130,6,6,0.155661690767497
ZINC000022010382,C[C@@H]1[C@H](c2ccccc2)OCCN1C,191.274,2.0782,12.47,0,2,1,2,53,2,2,0.673555547302766
ZINC000003941496,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,704.869,4.2116,171.22,5,9,14,3,184,4,4,0.154311959588169
ZINC000000897288,Cc1cn[nH]c1,82.106,0.71812,28.68,1,1,0,1,22,0,0,0.490446890783801
ZINC000000897408,C[C@@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.379,2.87958,107.26,2,5,5,2,96,1,1,0.560412076086855
ZINC000003818808,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,312.377,1.54478,88.91,1,5,3,3,84,2,2,0.928451102026903
ZINC000203686879,COC[C@H]1C[C@@H](c2ncc(-c3ccc4c(c3)COc3cc5c(ccc6[nH]c([C@@H]7CC[C@H](C)N7C(=O)[C@@H](NC(=O)OC)C(C)C)nc65)cc3-4)[nH]2)N(C(=O)[C@H](NC(=O)OC)c2ccccc2)C1,883.019,7.73150000000001,193.1,4,10,11,9,236,6,6,0.100106092810188
ZINC000000018635,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,243.31,1.3435,70.91,3,2,2,3,67,1,1,0.744628689238826
ZINC000000020221,COc1ccc2cc(CCC(C)=O)ccc2c1,228.291,3.37,26.3,0,2,4,2,64,0,0,0.801582331361569
ZINC000004099008,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,656.662,2.7529,160.83,3,14,6,8,156,10,10,0.332795677727797
ZINC000003798750,C=C[C@@H](N)CCC(=O)O,129.159,0.3645,63.32,2,2,4,0,31,1,1,0.538673629503268
ZINC000100052685,CC#CC[C@H](C)[C@@H](O)/C=C/[C@@H]1[C@@H](O)C[C@@H]2C/C(=C/CCCC(=O)OCC(=O)c3ccccc3)C[C@H]21,478.629,4.88280000000001,83.83,2,5,11,3,130,6,6,0.155661690767497
ZINC000001690324,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,308.311,1.8785,100.9,2,5,4,2,74,0,0,0.660373645085336
ZINC000072267023,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,404.551,3.4323,71.03,2,5,11,3,106,2,2,0.553089775013683
ZINC000002016258,CCCC[C@H](CC)COC(=O)c1ccc(N(C)C)cc1,277.408,4.1258,29.54,0,3,8,1,75,1,1,0.669218260850203
ZINC000019203912,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,437.531,4.3081,29.95,1,5,6,4,104,0,0,0.727811547363967
ZINC000000608101,Clc1ccc([C@@H](Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,387.719,5.8629,27.05,0,4,6,3,77,1,1,0.529189772245413
ZINC000000015515,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,287.363,1.9229,57.36,2,3,5,3,77,1,1,0.883130505191981
ZINC000003798757,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,416.518,2.3832,95.94,2,5,9,3,108,5,5,0.600316335903514
ZINC000100036924,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,464.858,0.264900000000001,181.62,6,9,2,4,107,5,5,0.334298661795395
ZINC000084758235,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,546.937,4.51012,142.17,3,8,8,4,128,2,2,0.292875554387999
ZINC000169990691,OB1OCc2cc(F)ccc21,151.933,0.0434,29.46,1,2,0,2,36,0,0,0.531573534529347
ZINC000096006018,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,914.187,6.18060000000001,195.43,3,13,6,4,233,15,15,0.155511239981953
ZINC000150338699,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC,718.807,6.71924000000001,173.56,3,9,9,6,192,2,2,0.159242899478735
ZINC000002570817,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,334.169,2.8894,80.39,2,3,4,2,70,0,0,0.665478552846489
ZINC000013550868,C/C(O)=N\c1ccc(O)cc1,151.165,2.0001,52.82,2,2,1,1,39,0,0,0.476073325284085
ZINC000003871923,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,481.58,0.0548000000000016,147.21,3,9,7,4,109,2,2,0.21429071997829
ZINC000256097227,C[C@H](O)COC[C@@H]1O[C@@H](OC[C@H](C)O)[C@H](OC[C@H](C)O)[C@H](OC[C@H](C)O)[C@@H]1O[C@H]1O[C@@H](COC[C@@H](C)O)[C@H](OC[C@H](C)O)[C@@H](OC[C@H](C)O)[C@@H]1OC[C@H](C)O,806.937,-2.15639999999998,263.37,8,19,28,2,182,18,18,0.0418851092038745
ZINC000000508068,CN(C)CC[C@H](c1ccccc1)c1ccccn1,240.35,3.1652,16.13,0,2,5,2,70,1,1,0.79774628450215
ZINC000030691736,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,460.508,2.4342,119.08,1,7,8,3,114,1,1,0.60105082453228
ZINC000001530752,CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,357.494,3.3429,49.77,1,4,7,2,97,1,1,0.60057029269062
ZINC000013831130,Cc1nnc(C(=O)NC(C)(C)c2nc(/C(O)=N/Cc3ccc(F)cc3)c(O)c(=O)n2C)o1,444.423,1.48632,155.73,3,9,6,3,109,0,0,0.381328552700998
ZINC000001530803,NC(=O)OCC(COC(N)=O)c1ccccc1,238.243,0.960799999999999,104.64,2,4,5,1,58,0,0,0.796471019540729
ZINC000013540519,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,362.466,1.7816,94.83,3,5,2,4,94,7,7,0.696016441060496
ZINC000001530600,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,279.189,-1.6618,147.9,4,7,6,1,58,1,1,0.451971284288987
ZINC000004468780,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,455.474,-0.622499999999999,173.51,3,11,7,3,97,2,2,0.207944234149316
ZINC000000538266,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,386.801,5.0262,15.6,0,2,2,3,81,0,0,0.53134462307484
ZINC000001853550,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,306.236,5.1796,12.03,1,1,2,3,73,2,2,0.805861392772819
ZINC000000000751,COc1cc2c(cc1OC)[C@H]1CC(=O)[C@H](CC(C)C)CN1CC2,317.429,3.2381,38.77,0,4,4,3,85,2,2,0.854414611285797
ZINC000000120319,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,250.283,0.8596,97.97,2,5,3,2,62,0,0,0.787139557777468
ZINC000003993855,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,389.411,2.2113,74.87,1,4,1,6,105,2,2,0.692558752720407
ZINC000006733300,C[C@H]1CNCCc2ccc(Cl)cc21,195.693,2.5892,12.03,1,1,0,2,48,1,1,0.671291466301937
ZINC000004216238,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,285.235,-1.8409,139.54,4,9,2,3,64,4,4,0.471833647185785
ZINC000001482113,N[C@@H](CCC(=O)O)C(=O)O,147.13,-0.7369,100.62,3,3,4,0,31,1,1,0.485975530954351
ZINC000001547851,CC[C@@H](C(N)=O)N1CCCC1=O,170.212,-0.1273,63.4,1,2,3,1,42,1,1,0.641049214558849
ZINC000003830314,C[C@H](C[N+](C)(C)C)OC(N)=O,161.225,0.1764,52.32,1,2,3,0,39,1,1,0.600059465401083
ZINC000003953037,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,383.517,0.0869000000000017,118.8,2,7,7,2,81,1,1,0.644109176057224
ZINC000003843198,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,370.314,-1.1395,142.99,1,10,5,2,84,4,4,0.502275241237287
ZINC000027428713,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,534.432,4.9521,83.24,2,5,6,4,117,3,3,0.437625311804719
ZINC000018324776,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,488.614,2.07042,112.9,1,8,8,4,124,0,0,0.516411487478747
ZINC000003920355,CCC(=O)O[C@@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,563.672,6.12130000000001,110.21,1,6,14,3,142,4,4,0.12563111172056
ZINC000001530636,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,337.456,-0.15786,170.83,6,7,7,1,67,0,0,0.229153780471115
ZINC000019594594,CCCCOc1ccc(OCCCN2CCOCC2)cc1,293.407,2.9666,30.93,0,4,9,2,77,0,0,0.655024839875195
ZINC000001530717,COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,267.369,1.6132,50.72,2,4,9,1,69,1,1,0.713569618685299
ZINC000256433955,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@@H]3CC[C@@]21CC,327.468,4.1437,52.82,2,3,1,4,91,6,6,0.431839522666792
ZINC000011615927,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@H](O)CC(=O)O,558.65,6.31360000000001,111.79,4,5,12,4,149,2,2,0.162760439349283
ZINC000003831477,O=C(O)[C@H](S)[C@@H](S)C(=O)O,182.222,-0.2476,74.6,4,4,3,0,28,2,2,0.454109848321836
ZINC000000001554,O=C(O)c1ccccc1O,138.122,1.0904,57.53,2,2,1,1,34,0,0,0.610258505858027
ZINC000003831139,NC(=O)C[S@](=O)C(c1ccccc1)c1ccccc1,273.357,2.01,60.16,1,2,5,2,71,1,1,0.905544626566324
ZINC000100070954,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@@H]3CC[C@H](C)CC3)cc2)C1=O,490.626,3.074,124.68,3,5,7,3,124,0,0,0.541762427592841
ZINC000252286876,C[C@@H]1[C@@H](C)OC(=O)C[C@@H](O)C[C@@H](O)C[C@@H](O)CC[C@@H](O)[C@@H](O)CC(=O)C[C@@H](O)[C@@H](C(=O)O)[C@@H](O)C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)/C=C/C=C/C=C/C=C/CC/C=C/C=C/[C@@H](C)[C@H]1O,926.107,0.778300000000005,327.45,12,17,3,2,225,18,18,0.17405243899236
ZINC000000266964,N[C@@H](Cc1ccc(O)cc1)C(=O)O,181.191,0.3466,83.55,3,3,3,1,45,1,1,0.627720446935652
ZINC000003782807,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,371.345,2.4767,126.81,2,6,5,3,93,0,0,0.659607316014198
ZINC000053683271,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)\C=C/CNC(=O)/C=C\[C@@H](C)[C@@H](C(C)C)OC(=O)[C@H]12,690.86,2.2693,176.42,2,11,7,3,172,5,5,0.401597554840372
ZINC000008214573,O=S(O)(O)=S,114.147,-0.3213,57.53,2,2,0,0,14,0,0,0.452821211635009
ZINC000008035395,O=C(NC[C@@H](O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(N(CCO)C(=O)CO)c1I,807.114,-2.016,199.89,8,9,12,1,102,2,2,0.110049065522587
ZINC000005844792,O[C@@H](CNC[C@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,405.441,2.3636,70.95,3,5,6,4,101,4,4,0.68846240126238
ZINC000003952881,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,357.322,2.7103,148.65,4,6,7,2,89,0,0,0.559771695302834
ZINC000003964126,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,435.889,2.5199,88.18,1,6,5,4,98,1,1,0.779213682794535
ZINC000008143866,O=C(NC[C@H](O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(N(CCO)C(=O)CO)c1I,807.114,-2.016,199.89,8,9,12,1,102,2,2,0.110049065522587
ZINC000000001706,COC(=O)c1cccnc1,137.138,0.8682,39.19,0,3,1,1,35,0,0,0.538889582808722
ZINC000000897089,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,378.316,4.4479,45.15,2,3,2,3,82,2,2,0.759443254935721
ZINC000002015928,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,286.339,1.0923,101.88,3,7,4,4,76,2,2,0.727230282430479
ZINC000001698306,O=C(OCCO)c1ccccc1O,182.175,0.5413,66.76,2,4,3,1,44,0,0,0.66939497614728
ZINC000100036955,CN[C@]1(C)[C@H]2CC[C@@H](C2)C1(C)C,167.296,2.4206,12.03,1,1,1,2,47,3,3,0.632181599279575
ZINC000016929327,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,228.208,-2.1388,123.49,3,8,2,2,52,3,3,0.527362442509352
ZINC000003814422,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,302.458,4.2693,37.3,1,2,0,4,84,6,6,0.725330531128585
ZINC000001530756,CCN(CC)CCNC(=O)c1ccc(N)cc1,235.331,1.3404,58.36,2,3,6,1,63,0,0,0.731539693019543
ZINC000085536932,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C,835.944,4.5678,202.45,3,14,10,6,211,11,11,0.170727971393162
ZINC000000056556,CC(C)NC[C@H](O)COc1cccc2ccccc12,259.349,2.5775,41.49,2,3,6,2,71,1,1,0.837505792407636
ZINC000000901552,OC[C@H](S)CS,124.23,0.2069,20.23,3,3,2,0,18,1,1,0.44939966785565
ZINC000118913560,CCOC(=O)O[C@@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,488.577,3.6993,116.2,1,8,6,4,124,7,7,0.562816868972934
ZINC000000008492,Oc1cccc2cccnc12,145.161,1.9404,33.12,1,2,0,2,41,0,0,0.614103356782718
ZINC000000000469,CC(C)NC[C@@H](O)c1cc(O)cc(O)c1,211.261,1.1292,72.72,4,4,4,1,53,1,1,0.602133401255295
ZINC000014210642,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,568.542,4.70522,155.59,1,11,9,6,148,0,0,0.242490769835421
ZINC000019361042,Cc1cccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)c1,390.958,5.55562000000001,6.48,0,2,5,4,107,1,1,0.562641075718741
ZINC000000591993,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@H]1c1ccccc1[N+](=O)[O-],388.42,3.2018,107.77,1,7,6,2,98,1,1,0.452786036639583
ZINC000004212851,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,416.514,2.3267,93.06,2,6,2,5,108,8,8,0.717749312330653
ZINC000003873371,Clc1ccc(CS[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,397.758,6.518,17.82,0,3,6,3,83,1,1,0.471060597580678
ZINC000169621219,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@H]3[C@H](C[C@H]4O[C@@H](CC[C@@H]1O2)C[C@@H](C)C4=C)O[C@H](C[C@H](O)CN)[C@@H]3OC,729.908,3.438,146.39,2,12,4,10,185,19,19,0.409154248061118
ZINC000000000507,COc1ccc(OC)c([C@H](O)CNC(=O)CN)c1,254.286,-0.187899999999999,93.81,3,5,6,1,62,1,1,0.654036820108115
ZINC000001530762,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,294.395,2.5562,64.79,1,5,9,1,76,0,0,0.559906507828608
ZINC000003830716,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,452.598,5.48328000000001,53.33,0,4,8,4,130,0,0,0.424620789616002
ZINC000006845860,CCCCCCCC/C=C\CCCCCCCC(=O)O,282.468,6.10850000000001,37.3,1,1,15,0,76,0,0,0.290516941798881
ZINC000003812863,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,405.495,1.2352,132.96,4,5,12,2,103,3,3,0.384488210500313
ZINC000009212428,Nc1nc2c(c(=O)[nH]1)N(C=O)[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,473.446,-0.731099999999998,219.84,7,9,10,3,115,2,2,0.213131482298532
ZINC000012468792,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,432.601,4.1864,86.99,3,5,13,2,114,5,5,0.247186076518879
ZINC000003929486,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,354.287,5.06088,41.61,0,5,2,3,71,1,1,0.707068586654011
ZINC000000621853,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,399.443,2.8716,83.09,1,6,5,3,103,1,1,0.832522008138536
ZINC000003989268,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,685.708,1.2197,220.41,5,13,11,5,142,2,2,0.0630195737719741
ZINC000000006310,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,248.307,1.6838,86.18,2,4,2,2,64,0,0,0.791626673681095
ZINC000001552908,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,411.586,5.38110000000001,49.77,1,4,10,2,113,1,1,0.421099693862884
ZINC000001530930,C=CC[C@@]1([C@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,262.309,1.3066,66.48,1,3,3,1,68,2,2,0.473489724774032
ZINC000000001587,Cc1cc(C(=O)NNCc2ccccc2)no1,231.255,1.41762,67.16,2,4,4,2,61,0,0,0.780777322184942
ZINC000022448097,CCOc1ccc(C[C@@H](CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)cc1,527.527,-0.674599999999994,205.45,5,9,20,1,123,1,1,0.142547727940902
ZINC000000002299,CN1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,285.774,4.2585,12.47,0,2,0,4,74,2,2,0.717050711640883
ZINC000000968310,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,265.36,2.4789,19.37,0,3,0,4,77,1,1,0.729279624709109
ZINC000000001792,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,223.296,1.9437,29.54,0,2,2,1,59,0,0,0.717081101808607
ZINC000011681563,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,578.601,6.78702000000001,39.68,0,4,5,4,140,0,0,0.312950179516564
ZINC000002015035,N[C@@H](C(=O)O)[C@@H](O)c1ccc(O)c(O)c1,213.189,-0.4569,124.01,5,5,3,1,49,2,2,0.432760842758474
ZINC000000538621,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,446.511,3.6566,129.81,3,7,8,4,120,0,0,0.376500740048893
ZINC000000056427,C/C=C/C(=O)N(CC)c1ccccc1C,203.285,2.92402,20.31,0,1,3,1,57,0,0,0.691577389582467
ZINC000000000416,C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,328.412,2.1354,95.58,4,4,8,2,88,2,2,0.596838961611159
ZINC000000584092,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,360.837,4.68,52.6,0,4,6,2,89,0,0,0.554061891519504
ZINC000006827695,O=P(O)(O)OP(=O)(O)O,177.973,-0.8116,124.29,4,3,2,0,24,0,0,0.407077681055005
ZINC000043100953,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,450.323,1.5127,152.79,2,9,6,4,104,1,1,0.528546773294935
ZINC000001530703,CCCCN/C(O)=N/S(=O)(=O)c1ccc(C)cc1,270.354,1.98742,78.76,2,2,5,1,66,0,0,0.486994761972547
ZINC000008101126,N=C(N)N,59.072,-1.16143,75.89,3,1,0,0,13,0,0,0.242955500668489
ZINC000003785276,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,330.512,6.47120000000001,26.3,0,2,14,0,92,0,0,0.207118047484608
ZINC000029416466,CC(C)(C)NC(=O)[C@@H]1C[C@H]2CCCC[C@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,670.855,3.0924,166.75,5,7,12,5,180,6,6,0.197502071218835
ZINC000000083315,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,204.229,1.1223,79.11,3,2,3,2,54,1,1,0.700584099755737
ZINC000000000711,Cc1ncc([N+](=O)[O-])n1C[C@@H](C)O,185.183,0.48052,81.19,1,5,3,1,43,1,1,0.548158982504083
ZINC000000056568,O=C(O)CCCc1ccccc1,164.204,2.0939,37.3,1,1,4,1,44,0,0,0.73941373169062
