zinc_id,smiles,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumValenceElectrons,NumChiralCentersUnassigned,NumChiralCentersAssigned,QED
ZINC000000000506,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,246.354,1.7714,46.33,1,2,5,2,68,2,2,0.860394244529822
ZINC000009224016,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,211.224,1.617,69.54,1,3,1,2,59,0,0,0.7786697771863
ZINC000085537017,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,776.366000000001,2.8505,255.91,7,15,15,3,131,6,6,0.0451166369947875
ZINC000012503291,C[N+]1(C)[C@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@@H]1O[C@@H]12,392.522,2.3457,59.06,1,6,4,5,92,5,4,0.492985025398511
ZINC000169621215,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,847.019,4.61572,205.55,5,14,4,6,218,9,9,0.263075388313694
ZINC000000002272,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,254.285,3.1057,54.37,1,2,4,2,70,1,1,0.852803689069966
ZINC000003927870,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,365.214,-1.7239,186.07,5,10,4,3,75,4,4,0.306171895292508
ZINC000000004448,Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,293.37,3.12852,39.82,0,4,2,4,83,1,1,0.728008538114732
ZINC000003831051,CC(=O)O[C@H](C)C[N+](C)(C)C,160.237,0.6442,26.3,0,2,3,0,40,1,1,0.447248391866903
ZINC000001481910,CN[C@@H](C)CC1CCCCC1,155.285,2.5647,12.03,1,1,3,1,43,1,1,0.660211663310637
ZINC000000896546,Nc1nc(=O)[nH]cc1F,129.094,-0.5088,71.77,2,3,0,1,28,0,0,0.49521720174319
ZINC000019418959,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,407.505,4.94560000000001,9.72,0,4,4,4,98,0,0,0.709478258096045
ZINC000022851765,CCOc1ccc(C[C@H](CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)cc1,527.527,-0.674599999999994,205.45,5,9,20,1,123,1,1,0.142547727940902
ZINC000003810860,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,409.432,4.8883,60.77,2,3,6,4,107,3,3,0.570213861878935
ZINC000203757351,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,765.893,3.63692,189.65,3,10,7,8,201,5,5,0.185150558976444
ZINC000000156395,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,223.228,0.524,86.63,3,3,4,1,55,1,1,0.694278488937688
ZINC000003875357,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,358.434,1.7658,91.67,2,5,2,4,94,6,6,0.784833280255696
ZINC000003972949,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF,431.289,3.7603,29.54,0,3,5,3,81,4,4,0.525545770504786
ZINC000019156872,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,266.388,3.0234,6.48,0,2,3,3,78,0,0,0.84234198198695
ZINC000003819392,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,422.424,2.4427,138.07,2,9,4,4,109,0,0,0.511349861418409
ZINC000003781943,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,424.497,2.5731,95.94,2,5,9,3,112,2,2,0.600953460281189
ZINC000006382803,Nc1nc2nc[nH]c2c(=S)[nH]1,167.197,0.59769,83.38,3,4,0,2,37,0,0,0.501491383827143
ZINC000000968264,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,287.406,4.6979,3.24,0,1,0,4,87,0,0,0.579164562232682
ZINC000003819138,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,408.878,1.8444,99.38,4,6,6,3,97,5,5,0.581833976755127
ZINC000014768621,NC(=N/CCCCCC/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(/N)Nc1ccc(Cl)cc1,505.458,3.3366,177.58,6,2,9,2,120,0,0,0.172866227242018
ZINC000100009280,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2,289.375,1.9309,49.77,1,4,4,3,77,4,4,0.860589944939315
ZINC000005029557,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,386.532,4.6552,60.44,0,4,2,4,104,7,7,0.647972590595084
ZINC000068153186,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,519.574,5.3649,110.86,2,7,5,4,122,0,0,0.367049215786605
ZINC000000538550,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,412.946,3.809,48.47,1,5,4,5,101,0,0,0.707487297900304
ZINC000000601317,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,424.544,5.00478,64.33,1,3,7,4,122,0,0,0.579375307715027
ZINC000000033882,NCCc1ccc(O)c(O)c1,153.181,0.599,66.48,3,3,2,1,39,0,0,0.544872838506118
ZINC000004074875,CCOc1nc2cccc(C(=O)O[C@H](C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,610.671,6.31910000000001,143.34,1,11,10,6,162,1,1,0.140910249627974
ZINC000001530569,CC(C)NC[C@H](O)COc1ccc(COCCOC(C)C)cc1,325.449,2.3659,59.95,2,5,12,1,83,1,1,0.577848480482831
ZINC000001554588,CC(=O)NCCCS(=O)(=O)O,181.213,-0.5996,83.47,2,3,4,0,37,0,0,0.447848265705855
ZINC000003776633,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,348.446,4.01532,53.43,1,3,6,3,98,0,0,0.801415146711145
ZINC000003871832,COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,454.611,5.09308000000001,63.95,0,6,13,2,122,1,1,0.419904876176464
ZINC000034125842,CN1C[C@@H]2c3cc(Cl)ccc3Oc3ccccc3[C@@H]2C1,285.774,4.2585,12.47,0,2,0,4,74,2,2,0.717050711640883
ZINC000001530935,COCCCOc1ccnc(C[S@](=O)c2nc3ccccc3[nH]2)c1C,359.451,2.98942,77.1,1,5,8,3,91,1,1,0.625773792963261
ZINC000003779042,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,267.245,-0.19628,133.08,2,6,3,2,63,3,3,0.44540042941469
ZINC000003798763,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,424.534,2.4404,124.29,4,6,10,2,106,8,8,0.397083786263355
ZINC000004097225,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,299.352,-0.176029999999999,113.72,4,5,7,2,67,3,3,0.224451862052458
ZINC000003955219,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,547.674,2.3753,140.42,3,8,11,4,137,5,5,0.364423116672481
ZINC000003993846,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,506.709,4.05052,112.05,3,7,2,3,126,7,7,0.521911808548141
ZINC000000601316,C[N+]12CCC(CC1)[C@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,352.454,2.7045,46.53,1,3,4,5,98,1,1,0.679789358637804
ZINC000003787060,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,300.296,-1.5232,122.46,1,7,3,3,68,3,3,0.672167001510243
ZINC000085534098,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,747.964,2.4397,182.91,4,14,8,3,181,18,18,0.265829428081599
ZINC000001531009,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,283.113,-0.3744,148.18,5,4,4,1,55,0,0,0.469630368698101
ZINC000003929508,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,312.41,1.2854,90.65,2,5,7,1,78,3,3,0.69122351985803
ZINC000000025958,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,323.371,2.9793,56.92,3,2,3,4,88,0,0,0.693922212534853
ZINC000001850376,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,391.294,6.1133,35.53,0,3,6,3,92,2,2,0.55731775121686
ZINC000004212854,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,376.468,2.7808,74.6,2,4,2,4,97,8,8,0.777164943627909
ZINC000008437287,CCCCCCCCCCCCOCCO,230.392,3.9162,29.46,1,2,13,0,60,0,0,0.485970012744914
ZINC000003875342,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,338.444,3.7177,46.15,0,5,13,2,86,0,0,0.513060444091392
ZINC000008214662,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,582.816000000001,4.04900000000001,103.3,1,10,37,0,140,0,0,0.107953174378466
ZINC000043206370,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,320.396,2.5914,72.94,2,4,3,4,90,1,1,0.778873600949643
ZINC000100052267,C[N+]1(C)[C@H]2CC[C@H]1CC(OC(=O)[C@@H](O)c1ccccc1)C2,290.383,2.033,46.53,1,3,3,3,78,3,3,0.684255247270266
ZINC000000005878,NC(=O)c1cccnc1,122.127,0.1805,55.98,1,2,1,1,32,0,0,0.577262792156486
ZINC000100378061,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,570.646,3.4798,141.18,4,9,6,8,152,4,4,0.350521663405058
ZINC000030691727,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,484.663,4.66680000000001,55.76,1,6,9,6,120,1,1,0.272537178442321
ZINC000003876023,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,384.516,4.4259,52.6,0,4,2,4,104,7,7,0.401562773378032
ZINC000022443609,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,502.796,0.415800000000006,78.66,6,8,4,3,136,0,0,0.353778375981737
ZINC000000156792,CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1,336.432,2.3655,87.66,3,5,10,1,86,1,1,0.571013742512946
ZINC000000020240,CC(C)NC[C@@H](O)COc1cccc2ccccc12,259.349,2.5775,41.49,2,3,6,2,71,1,1,0.837505792407636
ZINC000004618208,COCCCOc1ccnc(C[S@@](=O)c2nc3ccccc3[nH]2)c1C,359.451,2.98942,77.1,1,5,8,3,91,1,1,0.625773792963261
ZINC000001487602,ClC[C@@H]1CO1,92.525,0.624,12.53,0,1,1,1,15,1,1,0.341366548781295
ZINC000001530788,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,468.37,2.1145,173.71,3,9,8,4,114,0,0,0.345413459569807
ZINC000003806413,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,359.354,0.7602,122.91,3,8,6,2,82,4,4,0.640839151584694
ZINC000000001132,Cc1cc(O)cc(C)c1Cl,156.612,2.66244,20.23,1,1,0,1,35,0,0,0.612519318342314
ZINC000001530812,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,288.435,3.89654,32.34,1,2,5,2,80,1,1,0.891012713024742
ZINC000000402909,C[C@@H](C(=O)O)c1cccc(Oc2ccccc2)c1,242.274,3.667,46.53,1,2,4,2,66,1,1,0.889352700697117
ZINC000003604264,Nc1cccc2c1CN([C@@H]1CCC(=O)NC1=O)C2=O,259.265,0.0297999999999999,92.5,2,4,1,3,67,1,1,0.54943491296874
ZINC000022010379,C[C@H]1[C@@H](c2ccccc2)OCCN1C,191.274,2.0782,12.47,0,2,1,2,53,2,2,0.673555547302766
ZINC000000597013,COc1cc2c(cc1OC)C(=O)[C@@H](CC1CCN(Cc3ccccc3)CC1)C2,379.5,4.3611,38.77,0,4,6,4,105,1,1,0.747461491562485
ZINC000001530968,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,406.907,6.609,40.46,2,2,2,2,62,0,0,0.550692990866757
ZINC000000011012,O=C(c1ccccc1)c1ccc2n1CC[C@@H]2C(=O)O,255.273,2.291,59.3,1,3,3,3,69,1,1,0.855918702387755
ZINC000049036447,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,450.93,4.11132,80.29,0,7,3,5,115,1,1,0.466942531589049
ZINC000003944422,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,720.962,5.90520000000001,145.78,4,9,17,4,180,4,4,0.106240465859103
ZINC000001530659,O=[P@@]1(NCCCl)OCCCN1CCCl,261.089,1.884,41.57,1,2,5,1,45,1,1,0.605720669080109
ZINC000000057533,CCN(Cc1ccncc1)C(=O)[C@H](CO)c1ccccc1,284.359,2.2062,53.43,1,3,6,2,78,1,1,0.884526091802119
ZINC000000896695,NC(CO)(CO)CO,121.136,-2.3392,86.71,4,4,3,0,25,0,0,0.336831543077637
ZINC000002016257,CCCC[C@@H](CC)COC(=O)c1ccc(N(C)C)cc1,277.408,4.1258,29.54,0,3,8,1,75,1,1,0.669218260850203
ZINC000004658562,C[C@@H](O)C(=O)O,90.078,-0.5482,57.53,2,2,1,0,18,1,1,0.453935950647203
ZINC000043450326,COC(=O)C[C@@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]13)OCO4,545.629,2.5807,123.99,2,10,9,5,137,4,4,0.447624791016929
ZINC000000006300,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,305.341,2.64078,74.29,0,5,3,3,85,0,0,0.745264084409057
ZINC000034089131,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,433.592,4.97220000000001,57.61,1,4,3,5,121,5,5,0.731014020632783
ZINC000003831040,O=S(=O)(O)CCS,142.201,-0.196,54.37,2,3,2,0,22,0,0,0.414617735842143
ZINC000000897244,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,233.245,-0.794999999999999,91.75,1,4,1,2,51,2,2,0.598816360606016
ZINC000004212945,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,508.558,3.5195,106.97,1,7,6,4,124,8,8,0.547310424351084
ZINC000019594599,Clc1ccccc1CN1CCc2sccc2C1,263.793,3.9598,3.24,0,2,2,3,62,0,0,0.79280941409813
ZINC000100015048,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,416.646,5.70470000000001,60.69,3,3,6,3,114,6,6,0.519991905035097
ZINC000000000346,C[N+]1(C)CC[C@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1,318.437,2.4563,46.53,1,3,4,3,86,2,2,0.685077809316097
ZINC000000057341,COc1ccccc1OC[C@@H](O)COC(N)=O,241.243,0.5302,91.01,2,5,6,1,57,1,1,0.757667099994584
ZINC000004215736,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,301.386,1.7251,41.93,1,4,1,5,81,5,5,0.857564110359614
ZINC000008101109,O=C(O)P(=O)(O)O,126.004,-0.1579,94.83,3,2,1,0,19,0,0,0.424095172271083
ZINC000001843099,COc1cc2nc(N(C)CCCNC(=O)[C@H]3CCCO3)nc(N)c2cc1OC,389.456,1.3507,111.83,2,8,8,3,99,1,1,0.650937424482497
ZINC000004658603,CC(=O)NO,75.067,-0.4883,49.33,2,2,0,0,15,0,0,0.30133300938288
ZINC000000001728,CC(C)(C(=O)c1cccnc1)c1cccnc1,226.279,2.6371,42.85,0,3,3,2,64,0,0,0.755476256361758
ZINC000019855121,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,436.124,-1.8688,236.6,8,6,11,0,74,0,0,0.165735029268434
ZINC000003978029,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,424.991,0.3895,102.26,4,7,7,2,91,9,9,0.438273016979582
ZINC000013537284,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O,294.358,2.40832,53.92,1,3,2,4,82,0,0,0.788847666559676
ZINC000003831417,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,286.459,5.51030000000001,20.23,1,1,5,1,82,0,0,0.660593387927179
ZINC000000968305,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,239.362,3.7496,3.24,0,1,5,2,71,1,1,0.767812973709563
ZINC000238809665,COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,929.161,8.06550000000001,126.44,0,12,24,6,244,4,4,0.0383493961362308
ZINC000000001850,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,337.419,3.5895,49.77,1,3,5,3,93,0,0,0.905755215960504
ZINC000256097222,C[C@H](O)COC[C@@H]1O[C@H](O[C@@H]2[C@H](COC[C@H](C)O)O[C@@H](OC[C@H](C)O)[C@H](OC[C@H](C)O)[C@@H]2OC[C@H](C)O)[C@@H](OC[C@H](C)O)[C@H](OC[C@H](C)O)[C@H]1OC[C@@H](C)O,806.937,-2.15639999999998,263.37,8,19,28,2,182,18,18,0.0418851092038745
ZINC000100006770,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,176.124,-1.4074,107.22,4,6,2,1,36,2,2,0.385005400823598
ZINC000030726187,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,334.332,-1.6512,146.89,3,8,3,4,82,4,4,0.410669840359352
ZINC000000601253,CCOC(=O)O[C@@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](O)C[C@@]21C,488.577,3.6993,116.2,1,8,6,4,124,7,7,0.562816868972934
ZINC000000391812,CN1CCC[C@H]1c1cccnc1,162.236,1.8483,16.13,0,2,1,2,46,1,1,0.626151822579557
ZINC000253530025,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@]21CC,312.453,3.8826,37.3,1,2,1,4,88,6,6,0.746050157465269
ZINC000084668739,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,615.491,4.7673,133.99,2,6,7,5,144,1,1,0.306128075525526
ZINC000019364230,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,388.895,3.1482,53.01,1,4,8,3,97,1,1,0.703893695810174
ZINC000003629271,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,247.251,-0.455,90.37,2,7,2,2,50,2,2,0.734974805407584
ZINC000000009073,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,267.328,2.8499,43.7,2,3,0,4,75,1,1,0.72133945811968
ZINC000038197764,COc1c(N2CCN[C@@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,375.4,1.9804,83.8,2,6,4,4,94,1,1,0.850292522217425
ZINC000100035385,C[N+]1(C)[C@H]2CC[C@H]1CC(OC(=O)[C@H](O)c1ccccc1)C2,290.383,2.033,46.53,1,3,3,3,78,3,3,0.684255247270266
ZINC000000020251,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,281.359,2.84042,47.86,2,4,4,3,79,0,0,0.905670967148002
ZINC000003918087,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,543.525,0.0012999999999993,206.07,6,12,5,5,133,6,6,0.235262581685656
ZINC000001540998,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,427.417,0.6664,191.26,6,6,9,3,107,1,1,0.28674410700422
ZINC000000896463,CC(C)(C)NC[C@H](O)COc1cccc2c1CCC(=O)N2,292.379,1.6991,70.59,3,4,5,2,76,1,1,0.772307520221812
ZINC000003830339,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,291.391,2.3334,58.56,2,4,5,2,77,1,1,0.87397059389096
ZINC000043202140,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,588.282,3.5727,128.22,2,8,11,3,110,0,0,0.325812979679754
ZINC000000607790,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@H](NC(C)=O)CC2,399.443,2.8716,83.09,1,6,5,3,103,1,1,0.832522008138536
ZINC000072316335,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,434.548,2.7964,91.21,2,8,5,5,118,0,0,0.638012176370956
ZINC000000607986,O[C@@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,405.441,2.3636,70.95,3,5,6,4,101,4,4,0.68846240126238
ZINC000013129998,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,351.409,1.95092,99.6,2,6,2,3,81,0,0,0.861367207677929
ZINC000000000083,C[C@@H](C[N+](C)(C)C)OC(N)=O,161.225,0.1764,52.32,1,2,3,0,39,1,1,0.600059465401083
ZINC000000000903,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,308.772,3.58012,43.07,0,4,1,4,81,0,0,0.689370982775943
ZINC000000897232,CN1[C@H](CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,360.244,0.5983,109.57,2,5,2,2,67,1,1,0.750846568027032
ZINC000001530303,CC(C)(CO)[C@@H](O)C(=O)NCCCO,205.254,-1.1356,89.79,4,4,6,0,47,1,1,0.412780402657381
ZINC000001550499,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,357.419,6.14200000000001,12.03,1,1,6,3,94,1,1,0.522407222256984
ZINC000004640636,CCCc1cc(=O)[nH]c(=S)[nH]1,170.237,1.38499,48.65,2,2,2,1,38,0,0,0.65873225325971
ZINC000001530776,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,278.312,0.193,78.89,0,7,5,2,70,0,0,0.731490023605301
ZINC000006858022,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,408.579,3.4487,97.99,4,4,4,4,106,11,11,0.571136456131648
ZINC000003830999,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,650.976,3.9527,92.78,3,4,5,2,74,1,1,0.42671017144659
ZINC000000000128,CC(C)(C)NC[C@@H](O)COc1cccc2c1CCC(=O)N2,292.379,1.6991,70.59,3,4,5,2,76,1,1,0.772307520221812
ZINC000003830891,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,307.328,-2.2061,158.82,6,6,9,0,63,2,2,0.263437293348075
ZINC000100007011,NC[C@@H]1CC[C@@H](C(=O)O)CC1,157.213,0.8361,63.32,2,2,2,1,39,0,0,0.623852385934211
ZINC000005733652,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,300.266,2.5854,100.13,3,6,2,3,76,0,0,0.672310813001976
ZINC000004629876,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,396.659,7.64100000000001,20.23,1,1,5,3,114,6,6,0.473279034382241
ZINC000000002041,CCCN(CCC)CCc1cccc2c1CC(=O)N2,260.381,2.8457,32.34,1,2,7,2,72,0,0,0.81733159468787
ZINC000003831138,CCCC[C@@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,382.541,3.9536,83.83,2,5,13,1,98,4,4,0.286161282349028
ZINC000005764759,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,356.442,1.67,66.76,2,4,2,6,96,5,4,0.791389539839419
ZINC000000010164,C[C@H]1O[C@@]2(CS1)CN1CCC2CC1,199.319,1.5602,12.47,0,3,0,4,47,2,2,0.587282080025364
ZINC000000538312,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,410.493,3.59042,64.16,0,6,4,5,109,0,0,0.65774521857493
ZINC000003776875,FC(F)O[C@@H](F)C(F)(F)F,168.036,2.0835,9.23,0,1,2,0,20,1,1,0.573247548154811
